tradeRef,instrumentId,counterpartyId,quantity,price,currency,side,tradeDate
JMR-73078906-3647,4,1,50.4826,447.4490,JPY,BUY,2026-06-12
HXO-97425460-5150,12,2,37.4818,247.9165,USD,SELL,2026-05-27
PSV-52242586-5641,4,2,72.7982,440.3359,GBP,SELL,2026-06-19
SFA-37948996-7767,6,7,37.5797,36.0706,CHF,SELL,2026-05-25
AED-56141046-6394,10,10,38.0240,94.2483,GBP,SELL,2026-06-06
DBJ-46327158-5473,13,2,70.6987,208.8229,CHF,SELL,2026-06-02
XBW-76058316-1459,1,1,96.4213,68.2955,EUR,SELL,2026-06-13
DRA-62343894-4149,8,9,4.4370,473.8640,JPY,SELL,2026-05-29
MYX-65673691-7484,9,3,1.2510,429.0338,JPY,BUY,2026-06-07
KIL-97315183-2462,12,3,57.6950,196.9237,EUR,BUY,2026-06-20
XNG-16104928-4058,14,8,71.7084,130.4911,JPY,SELL,2026-05-27
TXF-90472688-9252,5,5,31.3009,191.2124,EUR,BUY,2026-05-25
ZJM-08752844-1529,15,8,28.1052,401.5474,GBP,SELL,2026-06-06
FLI-17670368-6918,5,3,3.0475,326.0840,USD,BUY,2026-06-21
BSM-89542257-5756,8,9,33.5624,40.4914,JPY,SELL,2026-05-11
XQA-73092858-6971,2,7,32.8328,309.8164,CHF,SELL,2026-06-13
BEC-65722966-2737,6,2,45.4435,360.6532,CHF,BUY,2026-05-21
FFT-89492587-8953,2,2,59.9987,314.9311,USD,BUY,2026-05-26
NIQ-54081381-4283,14,10,68.0948,72.3835,USD,SELL,2026-06-04
GQM-57059558-1874,6,4,97.2270,186.7344,GBP,BUY,2026-06-02
MFW-98220911-8662,9,8,22.9035,48.9521,JPY,BUY,2026-05-29
ZES-89742967-8875,2,4,49.5270,194.4173,JPY,SELL,2026-06-03
TQQ-99636953-5673,11,9,87.9697,171.4250,USD,BUY,2026-05-23
LBM-89659624-2470,14,7,1.0297,129.6178,CHF,SELL,2026-05-12
DFC-54011241-1043,6,1,69.7656,265.9604,USD,BUY,2026-05-22
PWX-66206359-7014,4,2,3.9885,495.7341,JPY,SELL,2026-06-24
KEF-77052646-6268,13,4,93.5737,182.0594,JPY,BUY,2026-06-18
IYI-74705109-8754,7,8,53.1312,386.9757,EUR,SELL,2026-05-26
NLH-73407287-1400,11,5,60.4728,328.4689,GBP,SELL,2026-06-19
PSG-71929964-1492,12,1,69.5709,406.5618,EUR,BUY,2026-06-04
OSC-19640821-9433,3,4,10.9251,398.2868,USD,SELL,2026-06-08
PPT-15424489-2806,4,7,81.4063,74.8121,GBP,SELL,2026-06-10
RMB-71782314-3189,7,6,61.7636,488.8113,CHF,BUY,2026-05-14
QNR-86168409-1094,5,3,5.6337,287.8107,CHF,SELL,2026-05-29
MHQ-69199689-0202,2,5,10.8416,373.8271,GBP,BUY,2026-06-17
QEX-36133948-0960,9,3,78.0429,404.0253,CHF,BUY,2026-06-08
MOC-30221713-8170,14,6,92.8987,47.3952,GBP,SELL,2026-05-18
JBC-37598807-4127,4,8,12.2031,193.2132,EUR,SELL,2026-06-13
AXN-06138606-6920,7,4,72.2037,460.1985,USD,SELL,2026-06-05
DRH-23059647-6333,14,3,18.6866,168.4841,JPY,BUY,2026-06-15
NCB-37761298-7237,15,8,9.8590,308.9392,EUR,BUY,2026-06-06
NPK-38623683-2705,10,3,66.3088,113.1999,EUR,SELL,2026-05-29
FCG-67780408-4878,2,4,25.5065,279.3913,GBP,SELL,2026-05-28
MPE-94780165-3594,5,2,33.9759,200.5410,JPY,SELL,2026-06-26
SOJ-03283365-2891,4,5,83.9635,108.6901,EUR,SELL,2026-05-31
JHL-12148789-0123,8,5,50.2944,475.1936,EUR,SELL,2026-05-30
BRI-70549305-4631,2,7,24.2785,264.4867,EUR,BUY,2026-06-20
SNP-51797433-7505,3,9,72.2976,277.3669,GBP,BUY,2026-06-03
EOI-18567258-4895,15,9,71.7661,439.4744,USD,BUY,2026-05-28
QUY-72737704-5688,12,7,31.6466,286.6234,USD,BUY,2026-06-25
HEF-32713112-4973,3,9,52.4572,476.2995,USD,BUY,2026-06-09
DBB-66941991-1643,8,4,94.1425,358.5256,CHF,BUY,2026-05-24
XHQ-79207134-8298,5,3,46.6858,67.4740,EUR,BUY,2026-06-16
PRK-76550669-3552,1,9,46.7593,52.3206,USD,BUY,2026-06-11
WWQ-63359537-6776,8,3,48.9636,23.4504,GBP,SELL,2026-05-23
LAU-55688835-0878,12,6,21.3960,294.1108,EUR,BUY,2026-05-31
MUJ-76886580-5093,9,7,99.7696,360.4152,CHF,BUY,2026-06-02
AKV-62310818-8543,6,1,76.9938,74.5468,GBP,SELL,2026-06-16
FOI-04397730-4952,11,4,7.8655,323.3821,CHF,SELL,2026-05-28
YCE-07023343-6303,13,2,22.5516,238.2700,USD,BUY,2026-06-09
CPB-54380990-9151,5,9,80.5112,299.1417,JPY,SELL,2026-06-22
EAD-05952581-0185,10,7,74.5691,105.3772,JPY,SELL,2026-05-27
ACU-60187472-1962,4,10,23.6501,337.6018,EUR,BUY,2026-06-20
VDX-33017567-4228,15,10,4.4048,459.8086,CHF,BUY,2026-05-27
RYY-62392826-1301,2,9,49.8950,314.7134,CHF,SELL,2026-06-21
KXO-46862957-9925,4,9,22.5352,11.0964,EUR,SELL,2026-06-13
CSO-61979291-4600,12,7,24.5720,61.7544,CHF,BUY,2026-06-26
TUH-89513581-0329,14,1,27.2583,279.6179,EUR,BUY,2026-06-18
PXY-56647168-7143,4,3,85.5619,243.2829,USD,SELL,2026-05-20
CCK-58891922-9461,10,8,9.8539,263.7098,USD,BUY,2026-05-28
SVS-78068190-6139,6,7,74.6287,66.1997,JPY,SELL,2026-06-13
AQU-84694889-5054,6,4,69.0015,343.0414,JPY,BUY,2026-05-25
ZQS-64129750-0528,6,4,50.3426,224.9877,GBP,BUY,2026-05-27
XQE-03852531-1774,13,7,96.9066,211.9454,GBP,BUY,2026-06-26
QLV-06992020-6444,10,6,12.2529,296.1992,CHF,SELL,2026-06-14
BKC-14894730-5254,12,2,27.3417,26.5111,EUR,BUY,2026-05-23
DUM-01129100-8022,6,3,3.6999,272.1367,GBP,BUY,2026-05-19
HOC-01106477-5400,14,4,4.5250,160.8230,GBP,BUY,2026-05-22
OXS-23029742-7521,4,9,26.0227,155.2198,USD,SELL,2026-06-02
NVR-37520028-8355,10,4,89.7801,95.0689,USD,SELL,2026-05-26
RCT-08720324-4840,6,3,21.1161,131.6919,USD,BUY,2026-05-28
WKI-78283019-1264,4,6,69.0845,204.0814,GBP,BUY,2026-06-21
BIH-62033101-4643,14,4,36.4904,122.6027,CHF,SELL,2026-06-25
ZZU-81972950-7870,5,3,5.6507,24.8094,USD,BUY,2026-06-01
WTF-02860325-5169,3,1,41.8296,379.1330,JPY,SELL,2026-06-24
DQV-58946062-0156,1,6,74.0840,379.3470,CHF,SELL,2026-05-25
YBR-94866343-8440,15,1,38.8058,217.5468,USD,SELL,2026-06-05
HIQ-86096541-8619,12,5,47.3566,293.6449,GBP,BUY,2026-06-17
AHB-56092359-6830,10,7,29.3277,295.6579,CHF,BUY,2026-05-18
SQY-53722866-8756,12,7,22.4387,129.5184,GBP,BUY,2026-06-19
RGO-36061746-7466,10,3,16.5573,128.5371,JPY,SELL,2026-06-14
UML-64057163-6099,7,3,72.2125,471.0324,EUR,SELL,2026-06-07
LGO-32530441-3055,14,10,22.0121,313.7949,USD,SELL,2026-05-27
IOT-91379199-9340,1,7,55.4675,183.6497,EUR,BUY,2026-06-12
AOV-44163168-5405,4,4,77.6181,91.9091,EUR,BUY,2026-05-23
ZHM-02406942-0071,1,1,15.0548,231.0921,JPY,SELL,2026-06-18
DQH-37234641-6753,9,9,76.5304,172.8355,USD,SELL,2026-05-28
IST-08780353-7439,4,7,55.1094,384.7294,GBP,SELL,2026-06-10
GLK-58495875-7904,12,3,63.6259,44.1018,EUR,SELL,2026-05-30
ZMP-00690786-0527,7,10,9.3792,364.9701,USD,SELL,2026-06-24
SMB-24369091-9104,3,2,25.7038,24.3095,USD,SELL,2026-06-22
ZPX-24223816-6979,6,2,21.5658,477.5413,EUR,BUY,2026-05-28
KQE-93289105-0079,11,3,93.0777,337.4205,GBP,BUY,2026-05-17
IPA-44720640-0202,3,1,79.5707,315.0606,USD,BUY,2026-05-27
YKK-19017614-9640,7,1,69.7442,346.3456,CHF,BUY,2026-06-19
BNQ-93273701-2184,3,10,49.5265,435.4972,GBP,SELL,2026-06-02
AWZ-46456693-9339,3,3,77.4459,189.8902,USD,SELL,2026-06-09
XHB-49193313-0320,6,8,78.4317,356.6224,GBP,SELL,2026-06-23
EHF-54696740-2225,10,3,74.5610,98.8545,USD,SELL,2026-06-04
TJY-59278107-4390,12,3,22.7684,340.2092,USD,SELL,2026-06-21
UFB-16299940-1870,9,2,57.8647,460.7875,JPY,SELL,2026-06-22
CZL-39848859-2971,4,5,23.9801,399.0873,GBP,SELL,2026-05-31
KGT-42776323-4128,9,8,94.6772,207.1057,USD,SELL,2026-05-26
IHF-83649585-7122,14,6,33.7806,58.2406,JPY,SELL,2026-05-30
DQS-66902929-4746,9,2,67.0475,309.9930,JPY,BUY,2026-05-19
UMB-06488164-8069,5,2,28.0670,117.7055,JPY,BUY,2026-06-17
LFO-44537479-1457,12,5,99.3172,349.1273,GBP,BUY,2026-06-17
SOU-25214852-5676,15,10,73.9763,310.6137,EUR,BUY,2026-05-28
ADX-10283958-3342,3,1,55.0397,483.8616,USD,SELL,2026-05-29
LPQ-88085227-2439,11,2,85.0408,466.4270,USD,BUY,2026-06-06
WWL-21122388-5064,6,6,39.6598,123.0896,USD,SELL,2026-06-02
SJD-11134657-0530,10,8,13.7038,201.2814,USD,BUY,2026-06-24
XXG-06630236-8321,2,1,30.7803,335.3086,JPY,SELL,2026-06-28
KIF-57427753-4731,4,9,87.7887,10.3482,EUR,SELL,2026-06-01
JBY-45788228-3733,4,2,92.6162,37.8348,CHF,SELL,2026-06-03
SYO-34552069-3251,3,5,87.7249,103.6761,EUR,BUY,2026-06-28
CZU-11623129-6136,5,4,40.4838,405.0550,JPY,SELL,2026-05-27
VQV-92804704-5187,11,7,98.4487,401.4499,CHF,BUY,2026-06-14
TVB-58465444-9047,11,1,57.9967,419.7896,CHF,BUY,2026-05-21
ZNC-72039804-3233,15,9,69.7013,324.2498,CHF,BUY,2026-05-22
ZDO-01637403-8934,11,10,97.4189,189.1291,EUR,BUY,2026-05-31
LVH-87474726-0156,6,6,42.4334,78.0237,JPY,BUY,2026-05-28
GNL-21123327-9971,9,3,20.8389,442.5127,USD,SELL,2026-05-27
LGI-47698695-7223,11,6,86.5245,472.2222,CHF,SELL,2026-05-29
DWM-46069763-0573,2,1,24.5874,109.8030,GBP,BUY,2026-05-22
FWZ-48335165-3003,11,10,78.9333,279.5801,GBP,SELL,2026-06-12
LFF-48652064-2165,1,2,85.3231,470.7805,EUR,SELL,2026-05-14
FLZ-03954995-5446,10,5,24.6073,257.0605,CHF,SELL,2026-05-13
RZG-61900532-6056,8,2,66.5457,408.2754,EUR,BUY,2026-06-29
PGP-08699826-8444,1,2,17.2662,337.2457,CHF,BUY,2026-05-25
PKS-93740360-9282,7,6,62.1381,148.5884,CHF,BUY,2026-05-27
FSJ-62558474-8607,9,9,63.6894,463.0058,EUR,SELL,2026-06-23
EOI-48865962-7604,14,4,68.1238,156.7860,GBP,SELL,2026-05-27
TRA-53307246-8193,1,9,30.6409,303.3076,USD,BUY,2026-06-23
NDY-59981018-0723,8,5,44.7887,469.0422,GBP,SELL,2026-06-04
MKR-75978495-4251,14,2,48.8922,19.6600,CHF,BUY,2026-06-13
XRQ-32090982-7132,2,6,67.9613,239.0753,EUR,BUY,2026-05-29
FHS-81163393-6626,3,4,69.8348,418.5775,USD,SELL,2026-06-15
JKG-65605439-3068,14,4,97.9749,160.3571,JPY,SELL,2026-05-18
RQQ-65679440-8138,3,1,58.1296,54.6190,GBP,SELL,2026-05-18
COQ-00679480-4039,6,8,87.2700,173.3132,EUR,BUY,2026-05-27
WLB-09966163-6800,8,5,44.2633,422.1046,CHF,BUY,2026-06-01
EDQ-25415514-3532,10,9,86.4976,49.3532,CHF,BUY,2026-05-28
KBS-12203718-1456,13,10,56.2396,276.4023,USD,SELL,2026-05-18
IIJ-53704637-3923,8,5,47.6640,256.5834,JPY,BUY,2026-06-03
WFR-35339802-8563,9,4,80.3596,277.6846,USD,SELL,2026-05-20
HQS-08047624-7557,3,7,19.0042,18.7674,JPY,BUY,2026-06-07
KPG-02609968-1159,14,9,67.2303,142.7406,USD,SELL,2026-05-31
RQU-35694524-6045,9,7,80.0989,107.4439,GBP,BUY,2026-06-16
HON-16330414-4959,3,8,53.3875,168.2662,EUR,BUY,2026-06-02
OSV-22215329-6457,7,6,28.8281,96.4856,JPY,SELL,2026-06-27
IKW-48479335-8493,6,7,41.9005,377.0647,USD,BUY,2026-05-30
HUT-36806326-9410,12,3,8.4392,15.0167,EUR,SELL,2026-06-11
LQQ-38453971-6043,15,8,19.5406,311.7853,GBP,BUY,2026-06-13
TFF-46496971-8856,2,6,15.7294,122.9108,CHF,SELL,2026-05-25
SRH-00157200-3282,4,8,32.9453,175.5353,CHF,BUY,2026-06-17
OSR-19759217-8373,12,9,87.5691,123.6555,GBP,BUY,2026-05-27
RYX-47263116-5875,14,2,51.8816,351.1722,JPY,SELL,2026-06-06
WXM-24888692-1382,7,9,15.4689,206.1672,GBP,SELL,2026-05-28
NGZ-83897340-2549,15,1,23.8490,259.8418,USD,SELL,2026-05-27
AGX-42956930-8323,10,1,83.7755,101.7613,USD,BUY,2026-06-24
ODW-66008827-9389,12,9,26.3500,26.9471,CHF,SELL,2026-06-29
BPK-82744380-5861,6,3,37.1453,148.8813,JPY,BUY,2026-05-31
LWZ-04020366-7974,10,1,89.4726,465.3717,EUR,SELL,2026-06-29
HYB-03556930-5414,14,9,87.5827,74.1143,CHF,BUY,2026-05-24
KBU-30816297-0387,3,2,76.0855,480.8764,EUR,BUY,2026-06-05
AJP-40364424-9302,4,10,65.1871,46.7664,JPY,SELL,2026-06-15
YGJ-79442331-3567,8,6,72.5844,422.6188,GBP,BUY,2026-05-22
EOC-85390858-3452,13,4,16.2290,126.9423,JPY,BUY,2026-06-03
PZV-93192394-0460,10,5,50.1787,444.5315,CHF,BUY,2026-06-05
ISG-94750977-2352,4,6,83.1480,254.5893,EUR,SELL,2026-06-14
VEG-34963286-1006,6,8,13.4059,148.7276,USD,SELL,2026-06-13
BAC-42796925-6007,13,2,97.5642,130.3979,JPY,SELL,2026-05-19
VFE-31260344-1311,12,8,57.7991,204.5080,CHF,SELL,2026-05-20
NRE-16572770-5069,14,3,5.0947,383.2216,CHF,SELL,2026-06-22
TID-55071425-2194,5,5,81.4011,482.6914,USD,BUY,2026-05-31
PPE-48499154-0336,4,2,12.5047,306.6104,USD,SELL,2026-06-13
TBL-23276334-7872,5,3,36.2106,204.5958,EUR,SELL,2026-06-12
NQU-82574677-3392,2,10,75.2269,333.4903,CHF,SELL,2026-06-11
JAI-83492782-6782,13,2,75.6071,361.4454,GBP,SELL,2026-05-26
BZA-10131599-3296,5,4,7.6026,459.5011,CHF,BUY,2026-05-29
LDR-24031673-6993,9,7,31.3511,411.2025,CHF,BUY,2026-05-25
FTT-27213039-9989,1,4,86.2677,27.6576,CHF,BUY,2026-06-19
UNX-47801045-6430,3,1,6.1933,286.6257,USD,BUY,2026-06-11
HTM-31855438-4067,2,8,84.3118,84.8354,EUR,BUY,2026-05-20
WGJ-12696178-0584,14,8,45.6913,352.3359,CHF,BUY,2026-05-27
ILN-20501525-7200,3,6,57.8126,83.3295,EUR,SELL,2026-05-25
XOC-56817500-0128,6,3,97.9282,171.4398,JPY,BUY,2026-05-16
WSA-47636395-6053,9,1,66.9451,464.5471,USD,BUY,2026-06-20
XGN-61156241-1998,13,5,74.4055,214.8373,GBP,BUY,2026-05-20
HJH-00585761-6526,9,7,79.7655,331.3264,EUR,SELL,2026-05-18
JVY-62881800-7057,11,10,47.9672,106.1354,EUR,BUY,2026-05-19
YLX-75763802-0071,7,3,62.2686,258.2993,CHF,BUY,2026-06-11
IQO-03603273-1330,6,3,34.1014,386.8430,USD,SELL,2026-06-05
GLZ-64067505-7165,8,4,36.0058,110.2698,CHF,SELL,2026-05-17
JGN-71762964-1416,8,3,19.6753,425.3949,CHF,BUY,2026-06-21
LFF-06932623-2777,1,8,90.9746,51.7222,JPY,BUY,2026-06-08
ICV-34699993-2867,6,1,58.4443,330.9116,CHF,BUY,2026-05-20
YCM-45893514-6085,13,1,80.2352,391.8031,CHF,BUY,2026-06-03
DWS-21964661-8323,9,4,43.2641,144.6028,CHF,SELL,2026-05-28
ICG-02617821-2296,10,1,34.8140,282.4031,GBP,SELL,2026-05-31
BZI-54127908-2057,1,9,74.8623,493.1941,USD,BUY,2026-05-25
RKA-60997302-7781,5,6,86.6080,371.8947,USD,SELL,2026-06-02
OXB-63980718-5210,5,8,75.5380,489.9839,USD,BUY,2026-06-11
FOY-37063084-7056,13,7,94.5242,145.3297,GBP,BUY,2026-06-02
TAT-87106511-2915,7,8,31.8365,16.8429,JPY,SELL,2026-05-23
HSX-84219697-9914,7,1,65.7219,356.7999,JPY,SELL,2026-05-31
TMT-62182099-6440,6,1,88.2664,222.5234,CHF,BUY,2026-05-21
PNW-08181646-0846,10,6,68.0742,428.5102,USD,BUY,2026-05-20
CIF-41982566-2257,10,4,75.0192,176.2389,JPY,SELL,2026-06-08
FTX-91119974-6453,11,6,6.5072,255.7977,CHF,BUY,2026-06-23
AJN-88697736-8463,9,9,26.7655,387.6594,USD,BUY,2026-05-22
EON-04639470-1353,4,5,41.4624,238.5075,USD,BUY,2026-05-26
GXE-69453020-4790,4,5,49.3619,103.6397,CHF,SELL,2026-06-01
NLA-46884434-5711,5,7,76.3789,63.9311,JPY,SELL,2026-05-23
GGN-44906496-3490,2,8,77.5644,458.9692,GBP,BUY,2026-05-22
TNR-85359230-4182,14,1,88.2481,433.9801,EUR,BUY,2026-06-01
OAI-10855132-9529,1,10,24.2360,118.8703,EUR,SELL,2026-06-22
GUB-48918596-7530,9,5,56.9564,366.3404,USD,SELL,2026-06-23
KZY-69637843-8741,10,9,6.9749,100.5003,EUR,SELL,2026-05-26
MXX-06103391-4020,5,6,67.9810,366.9524,JPY,SELL,2026-05-16
TSS-92091905-5639,15,4,55.7237,415.6790,USD,SELL,2026-06-07
RSP-49853320-2882,4,2,40.4459,488.3888,EUR,BUY,2026-06-15
HCB-69623905-2795,13,8,51.0329,498.9150,CHF,BUY,2026-06-22
IKI-68916666-9201,2,8,36.3794,66.9622,EUR,SELL,2026-06-04
KDE-69326634-6543,4,8,59.5775,388.6799,EUR,SELL,2026-06-07
RGT-08842376-6148,4,3,5.3307,436.1284,EUR,SELL,2026-05-27
QMI-10971912-6949,2,3,59.1686,453.9373,USD,SELL,2026-05-30
USK-41410140-6720,13,5,13.1238,385.4010,EUR,SELL,2026-05-30
UVE-21521244-2879,8,6,63.2852,194.9727,EUR,BUY,2026-05-31
RKC-07638762-7954,8,3,51.2424,469.9074,GBP,BUY,2026-05-07
CQK-11202022-9247,4,1,88.8397,271.8962,CHF,BUY,2026-05-19
PJG-75464083-5529,3,4,22.2932,82.0806,GBP,BUY,2026-05-30
NMP-71344720-8280,13,5,13.2269,336.7474,JPY,BUY,2026-06-01
PEI-77495982-2368,6,4,91.8678,389.2843,GBP,SELL,2026-06-23
ZBZ-79257168-8851,1,8,46.1592,418.2104,JPY,SELL,2026-06-17
UFL-79382322-2502,2,5,82.9043,23.1146,EUR,SELL,2026-06-22
OWD-76061395-5297,10,6,45.6037,329.9249,EUR,SELL,2026-06-14
ARA-51130180-0581,12,1,29.9025,326.7137,CHF,SELL,2026-06-08
FKI-21904110-9362,13,5,15.7435,227.5502,GBP,BUY,2026-05-27
MEK-02787021-4673,11,3,2.2391,288.3411,USD,BUY,2026-05-30
ITU-08995054-2905,4,7,35.4721,156.0126,CHF,BUY,2026-06-19
KBA-35770769-0053,5,4,69.6249,48.4786,GBP,SELL,2026-06-20
GQN-98883327-6633,13,7,57.1110,20.7539,JPY,BUY,2026-06-16
MFP-74130545-5488,10,7,51.3121,49.4653,CHF,SELL,2026-05-29
ONR-19514705-3972,7,4,77.2737,346.4907,USD,SELL,2026-06-18
IZU-83351071-2023,13,9,63.1986,347.9809,CHF,SELL,2026-06-09
GOC-57786691-4874,6,10,26.7105,228.0947,GBP,SELL,2026-05-25
QFI-13930275-6933,9,8,97.4544,441.5153,JPY,BUY,2026-06-02
IQF-56171901-6203,6,4,84.2326,153.7805,GBP,BUY,2026-06-04
TTO-19849769-9298,5,10,74.7555,399.2412,USD,SELL,2026-06-10
XND-55791292-2818,12,5,67.2559,222.9394,GBP,BUY,2026-06-22
BXX-84645426-7028,9,9,39.5500,341.9354,EUR,SELL,2026-06-13
VBU-08410440-6778,5,5,26.3658,150.9922,CHF,BUY,2026-06-09
DSD-94160222-7840,1,4,5.9667,346.2538,CHF,SELL,2026-05-27
VWK-75055434-7863,5,2,63.4528,158.7430,USD,BUY,2026-06-03
XYZ-64092768-2635,6,5,89.5440,80.2455,GBP,SELL,2026-05-15
XVO-10054319-4862,11,3,26.7169,291.8593,GBP,SELL,2026-05-31
PNZ-15122584-2253,7,8,52.1225,213.6787,CHF,SELL,2026-05-22
IRE-83302464-8654,2,1,75.9431,124.2480,EUR,SELL,2026-05-24
XHB-82753957-7134,14,6,48.9700,203.2259,CHF,BUY,2026-05-30
BLA-07553675-5070,5,8,46.0218,437.2534,EUR,SELL,2026-05-30
LMU-76267190-4552,14,10,65.7371,391.7411,GBP,BUY,2026-06-07
BZE-15439319-3464,7,4,95.2239,63.3205,USD,BUY,2026-05-26
WPU-27862598-6371,5,10,79.7249,388.1883,JPY,BUY,2026-06-01
BFB-97778605-5943,4,10,55.9147,447.5896,GBP,BUY,2026-06-08
BRF-75884753-0647,1,8,11.3524,258.0432,CHF,BUY,2026-06-05
XBN-04182386-2300,8,6,81.2845,295.4249,GBP,SELL,2026-05-22
XON-44185713-7250,4,3,95.1067,95.5225,USD,BUY,2026-06-05
LCH-55339622-7604,9,10,69.4925,167.9319,EUR,SELL,2026-05-19
VVQ-71953519-5012,13,1,69.1100,212.8400,EUR,SELL,2026-06-28
SWP-87407728-5507,1,1,72.7060,270.3767,JPY,BUY,2026-06-14
ODR-04357752-6270,1,4,16.4822,425.7406,GBP,SELL,2026-05-26
AHQ-85038908-9849,8,2,35.8144,95.4399,USD,SELL,2026-06-21
GFQ-07748751-0352,3,8,60.6898,209.3157,GBP,BUY,2026-05-31
RQF-51740535-9327,11,5,24.7675,351.5585,GBP,SELL,2026-05-27
ZXV-86618336-3722,14,5,95.6934,325.0966,USD,BUY,2026-06-05
BDD-48864105-3162,8,1,63.8832,238.9781,EUR,BUY,2026-05-20
HIO-23439699-1245,11,3,87.4312,489.1822,JPY,SELL,2026-05-23
XEW-62865355-4429,4,10,18.1560,488.2469,EUR,SELL,2026-05-22
BZK-28548161-4223,6,4,66.7140,433.0072,GBP,SELL,2026-06-04
OGI-88635797-0718,15,8,62.9396,149.0582,EUR,BUY,2026-06-05
MBQ-84661033-7653,6,7,69.1217,436.0210,EUR,SELL,2026-05-31
RMB-98263766-4730,12,4,2.5215,126.9638,EUR,SELL,2026-06-10
VVT-57643851-7463,8,7,84.8040,435.4703,EUR,BUY,2026-06-29
HGM-35591155-3589,9,5,78.9866,122.8466,USD,BUY,2026-06-01
IGS-54101895-4553,6,4,67.7240,139.6370,GBP,SELL,2026-06-24
XMM-72219121-5525,14,9,23.3092,87.4407,JPY,SELL,2026-06-01
CWQ-60277714-5967,12,9,48.6899,353.6607,USD,SELL,2026-05-20
AOK-59292303-9994,11,8,42.8114,42.9025,EUR,SELL,2026-06-24
CQK-18508218-0328,7,10,25.9357,62.1790,EUR,BUY,2026-05-23
PRJ-44387490-9631,7,10,68.1376,369.2424,JPY,BUY,2026-05-24
GBA-02337241-4532,10,4,48.4829,135.7605,CHF,BUY,2026-06-24
GRH-73477231-0525,10,4,46.1678,406.1363,GBP,SELL,2026-05-20
XBE-25567350-3416,6,5,5.1850,462.0758,CHF,SELL,2026-06-16
ULM-63930123-9795,14,1,34.7344,196.4640,CHF,SELL,2026-05-20
AQD-48813305-6309,14,7,64.8115,333.7264,JPY,SELL,2026-06-02
KMC-21809327-8488,10,4,91.8175,361.6589,JPY,SELL,2026-06-26
XWS-26215636-3969,14,2,60.5750,25.1065,JPY,BUY,2026-05-19
BNC-03383864-1576,1,3,57.2226,258.8210,EUR,SELL,2026-05-29
PGR-76911765-2686,3,10,23.0139,119.2976,JPY,BUY,2026-05-28
KJM-64874994-7475,1,10,56.7352,17.7143,USD,BUY,2026-05-22
SXI-70117818-8154,15,2,2.0330,90.1196,EUR,SELL,2026-05-30
GGR-65891820-7683,2,4,89.7926,421.6307,EUR,SELL,2026-06-07
JYV-86286549-9274,2,1,97.0179,125.8411,USD,BUY,2026-06-09
ZQE-54250091-7603,2,6,11.2727,206.1812,USD,SELL,2026-05-25
AMJ-31351302-9826,14,6,86.5727,42.1785,JPY,SELL,2026-05-26
IKT-18900321-3466,13,1,49.6565,35.3837,CHF,BUY,2026-06-04
AFP-65613298-7616,4,2,51.7222,62.6056,USD,BUY,2026-06-23
XBM-22174401-0162,7,5,11.8985,95.0929,USD,SELL,2026-05-26
FHY-16063656-7180,11,8,61.7209,302.9595,USD,BUY,2026-06-26
QYS-08204322-8529,2,6,25.7220,435.0947,JPY,SELL,2026-05-26
BJJ-80857331-1957,2,2,57.0953,108.1663,USD,SELL,2026-05-25
IIM-73675284-9607,4,3,4.3428,105.9234,USD,BUY,2026-05-21
OGZ-57226017-8265,1,9,65.4860,210.8307,EUR,SELL,2026-05-21
YVC-06669859-3167,3,10,33.9623,324.5709,USD,SELL,2026-06-08
FUN-61853266-9198,3,5,84.5054,295.0940,JPY,SELL,2026-06-29
JTN-86726283-5376,15,2,95.1189,166.6942,GBP,SELL,2026-05-29
SHR-12055962-9060,4,10,20.8922,64.2287,GBP,SELL,2026-06-14
KBY-04821500-9158,1,3,23.1316,113.6875,CHF,BUY,2026-06-17
LWN-17704227-1912,10,10,25.9365,199.3212,JPY,BUY,2026-06-24
YJH-57185438-2707,2,2,18.3323,292.3910,CHF,BUY,2026-05-27
RUC-33236805-1203,12,6,25.5933,35.2570,GBP,BUY,2026-06-29
VWY-50476832-2960,8,6,8.5442,469.5920,USD,SELL,2026-05-29
TTK-28008410-1121,12,3,29.8601,205.9504,EUR,BUY,2026-06-01
TVR-15951656-1712,2,4,2.0639,212.6923,USD,BUY,2026-05-22
VLL-72815138-5344,15,2,63.2766,215.9587,CHF,SELL,2026-05-28
DNM-74848612-7413,4,2,21.6534,335.9348,JPY,SELL,2026-05-29
WBP-71913036-8536,3,6,19.3098,405.0143,CHF,BUY,2026-06-17
FRA-36021683-9540,7,3,63.9219,422.6173,GBP,BUY,2026-05-21
GGC-09646159-4058,14,7,80.9364,378.5677,EUR,BUY,2026-05-21
ONQ-59290203-6696,15,9,97.4090,284.0017,USD,BUY,2026-05-18
DAE-29081816-2808,2,1,51.0588,388.4792,JPY,BUY,2026-05-22
YEW-31737516-2625,6,1,40.1529,284.7019,JPY,SELL,2026-05-18
RES-35270858-3757,6,2,27.3817,184.2790,JPY,SELL,2026-06-24
FJI-69747785-3679,12,10,44.0408,326.5516,GBP,SELL,2026-05-28
RLS-99681857-2922,4,1,76.8750,420.8066,EUR,BUY,2026-05-17
DVL-87731337-7312,11,4,16.9589,461.1423,GBP,BUY,2026-05-25
KLX-57414180-7957,8,10,8.2438,288.8725,GBP,BUY,2026-05-31
PMO-60013708-2650,12,3,7.6055,186.6036,JPY,BUY,2026-05-26
