tradeRef,instrumentId,counterpartyId,quantity,price,currency,side,tradeDate
SWP-17036337-4403,12,2,3859437.15,85.8807,GBP,SELL,2026-03-11
FXT-35292504-9447,11,2,2485776.37,100.3235,USD,BUY,2026-05-08
EQT-49350218-2577,5,2,8942.79,540.93,USD,BUY,2026-02-28
TRD-05910667-0201,4,1,4718.17,309.47,USD,BUY,2026-02-15
TRD-74204255-6870,4,6,2483.38,733.1,USD,SELL,2026-03-11
FXT-76710258-6108,2,9,6733.58,46.87,EUR,BUY,2026-05-13
TRD-53811222-1129,15,8,8660456.27,123.92293,USD,SELL,2026-03-25
FXT-74234670-7483,1,6,2007.51,453.23,EUR,SELL,2026-06-09
FIX-62267186-6033,10,8,4988957.71,108.2766,EUR,BUY,2026-02-08
TRD-55034115-0391,4,9,3464.89,672.46,USD,BUY,2026-03-27
TRD-88221829-6164,14,5,1040386.24,85.09945,JPY,BUY,2026-04-18
DER-08038980-2332,12,5,474202.93,112.6382,GBP,SELL,2026-06-29
SWP-61533194-1391,10,2,2532084.54,104.1165,EUR,SELL,2026-01-20
TRD-58382413-2141,4,5,2610.65,255.43,USD,SELL,2026-06-29
SWP-42688984-7417,5,4,747.8,166.16,USD,BUY,2026-02-09
FXT-22062036-7365,8,6,4065.72,431.06,GBP,BUY,2026-04-26
OTC-62189327-4341,14,2,905118.46,129.35019,JPY,SELL,2026-06-30
TRD-28859601-5370,3,2,7111.86,774.88,EUR,SELL,2026-05-12
TRD-90890014-4896,5,3,311.79,326.49,USD,SELL,2026-05-23
FIX-12713811-7570,2,3,1215.41,54.03,EUR,BUY,2026-02-03
FIX-53765180-6098,11,2,2915795.77,92.7646,USD,BUY,2026-01-06
FXT-26541600-7265,13,3,920694.41,135.67098,USD,SELL,2026-02-01
TRD-61873691-0829,3,10,4332.13,580.92,EUR,SELL,2026-01-08
SPT-91699285-6990,3,6,2147.95,153.79,EUR,SELL,2026-04-25
EQT-04650569-4026,11,5,2499469.13,111.4834,USD,SELL,2026-01-16
FXT-37550897-6275,3,7,1995.38,708.3,EUR,BUY,2026-06-11
TRD-51338023-5883,8,9,7814.57,278.51,GBP,SELL,2026-04-10
OTC-24134478-0427,6,10,2190.98,717.13,USD,SELL,2026-01-15
DER-71059199-5856,13,10,9996057.86,155.85499,USD,BUY,2026-03-05
FIX-35772648-8743,14,1,7640733.19,151.68493,JPY,SELL,2026-04-01
EQT-23635791-3875,10,6,4032989.02,105.9288,EUR,BUY,2026-06-30
SWP-76188876-9234,3,10,9483.74,670.17,EUR,SELL,2026-05-19
OTC-23562830-8035,1,2,562.62,483.32,EUR,BUY,2026-05-15
DER-00091737-5435,15,10,2015442.37,21.48698,USD,BUY,2026-03-24
TRD-02941099-2420,10,3,3874088.83,110.3944,EUR,SELL,2026-01-19
SWP-94561490-6481,10,2,1689439.74,94.6781,EUR,BUY,2026-04-22
DER-87131500-5198,3,9,6935.91,743.43,EUR,SELL,2026-02-27
EQT-50785855-5026,12,5,645468.34,106.8649,GBP,SELL,2026-05-26
TRD-24438599-9869,6,10,2209.73,454.61,USD,SELL,2026-02-06
SWP-10443030-3899,6,6,1679.71,708.83,USD,BUY,2026-06-21
SWP-59945655-0186,5,4,2496.16,58.9,USD,SELL,2026-01-28
TRD-06462242-6323,8,7,9691.05,708.22,GBP,SELL,2026-04-07
SWP-73286096-6149,2,8,7887.51,464.55,EUR,BUY,2026-02-11
DER-09893106-0547,5,1,3187.85,761.57,USD,BUY,2026-03-29
EQT-50393104-2636,12,2,2739760.83,111.9437,GBP,BUY,2026-03-28
DER-94557013-0507,7,3,6073.57,350.19,GBP,BUY,2026-01-26
SWP-27588517-3112,7,9,7220.66,585.33,GBP,SELL,2026-06-19
OTC-39916439-3891,2,1,3929.63,441.98,EUR,SELL,2026-02-09
TRD-48429638-0062,7,2,2946.2,531.31,GBP,SELL,2026-02-21
FXT-03454186-3390,3,5,9770.6,381.49,EUR,BUY,2026-03-20
SPT-63209094-8013,15,5,912277.64,87.37928,USD,BUY,2026-04-05
SPT-49580252-3056,8,1,2633.7,374.72,GBP,BUY,2026-03-10
TRD-20284415-1584,2,6,8081.99,334.12,EUR,BUY,2026-05-22
TRD-51956500-8561,7,9,6870.99,749.41,GBP,BUY,2026-05-02
OTC-10597167-6468,15,1,5021512.6,144.14249,USD,BUY,2026-01-31
DER-23203422-2738,4,4,1262.73,341.58,USD,SELL,2026-02-21
EQT-79865944-4225,6,2,871.19,447.31,USD,SELL,2026-03-12
DER-01659440-9626,9,7,1126.08,123.97,CAD,BUY,2026-01-28
FXT-38398732-8775,15,6,8779057.73,42.77697,USD,SELL,2026-05-27
DER-05028557-2821,5,7,1439.38,488.88,USD,SELL,2026-01-10
SPT-44492381-3892,1,8,9208.43,718.14,EUR,BUY,2026-03-28
OTC-41734908-4593,14,8,8582489.6,109.79693,JPY,BUY,2026-02-04
OTC-99820897-7259,13,6,2694930.39,67.0919,USD,BUY,2026-02-18
DER-28372352-6671,12,8,3799871.54,111.0157,GBP,BUY,2026-05-12
EQT-08806960-5097,12,9,2022891.85,108.4155,GBP,BUY,2026-02-14
FIX-26941091-0944,4,1,4565.03,734.83,USD,BUY,2026-03-12
SWP-62306347-8275,7,2,6812.06,197.34,GBP,SELL,2026-06-02
DER-23834879-7775,10,9,1755301.91,89.9054,EUR,SELL,2026-06-26
FXT-38261364-0449,7,1,1629.91,459.95,GBP,BUY,2026-02-26
FIX-90958716-3387,5,7,5133.3,692.38,USD,BUY,2026-05-02
EQT-86888739-2837,10,1,1126612.46,103.2503,EUR,SELL,2026-06-14
OTC-56882385-6168,14,6,4590521.19,35.4607,JPY,SELL,2026-06-23
SPT-78448538-1676,1,9,9994.29,773.36,EUR,SELL,2026-05-24
OTC-40060760-1771,8,2,3363.5,224.8,GBP,SELL,2026-03-12
OTC-88062882-4895,4,3,5173.42,196.04,USD,BUY,2026-06-03
SPT-88654879-5236,11,3,3609203.16,104.662,USD,SELL,2026-03-08
SPT-54304344-6361,12,1,2919288.28,114.8426,GBP,BUY,2026-03-29
FIX-92116057-8759,11,8,4533567.26,105.1561,USD,SELL,2026-02-13
EQT-39431028-1599,8,3,7409.45,581.52,GBP,BUY,2026-06-24
SWP-87836731-1463,4,6,2234.06,697.79,USD,SELL,2026-03-26
SWP-34971668-9593,5,8,8512.29,379.08,USD,BUY,2026-05-01
FIX-67172936-1963,14,7,5298855.21,66.50799,JPY,BUY,2026-02-05
FIX-45992373-6704,10,8,724688.52,110.8718,EUR,BUY,2026-01-21
DER-44644768-2897,6,1,48.13,222.45,USD,BUY,2026-05-28
EQT-65709924-1442,3,10,4337.68,346.38,EUR,SELL,2026-05-03
SPT-00626681-0618,9,4,7306.86,760.3,CAD,SELL,2026-05-16
FIX-02404661-0067,11,4,1139065.9,111.3096,USD,SELL,2026-02-03
FXT-51479273-8246,10,5,843430.73,109.7153,EUR,SELL,2026-03-16
DER-97687945-8524,10,9,1695797.4,111.6392,EUR,BUY,2026-03-29
DER-48217837-3087,3,7,192.23,183.34,EUR,BUY,2026-02-24
TRD-79147232-8267,3,2,3666.55,522.18,EUR,BUY,2026-04-07
OTC-71770706-0796,10,1,3313229.88,104.607,EUR,BUY,2026-01-13
FXT-55938669-7279,7,2,5473.28,382.15,GBP,BUY,2026-02-22
TRD-40415166-6895,11,2,3315790.0,93.0993,USD,BUY,2026-04-18
FXT-68663747-1928,5,2,7847.82,400.7,USD,BUY,2026-03-09
FIX-48039455-6713,5,3,395.02,399.6,USD,BUY,2026-06-26
DER-44372866-3842,1,1,6716.66,725.97,EUR,SELL,2026-02-08
FXT-68679929-1229,12,2,4524849.13,104.3301,GBP,SELL,2026-03-17
OTC-62314252-0820,2,3,8741.53,682.54,EUR,SELL,2026-06-23
SWP-57176108-1898,2,1,97.71,115.02,EUR,BUY,2026-03-26
SWP-58749047-4395,15,2,3726848.91,55.29573,USD,BUY,2026-04-13
SPT-61275585-4453,14,7,6899334.41,76.88443,JPY,SELL,2026-06-16
EQT-15174194-2171,12,1,4908030.16,110.3305,GBP,BUY,2026-04-17
DER-76362294-7178,3,10,3798.13,290.09,EUR,BUY,2026-06-25
EQT-64837853-7997,2,7,4407.44,55.35,EUR,SELL,2026-01-04
FIX-89904987-5542,9,9,6882.73,496.5,CAD,SELL,2026-06-19
FIX-64683506-5664,11,7,751785.72,109.7931,USD,BUY,2026-01-03
EQT-67856130-7688,14,8,8694286.93,12.62603,JPY,SELL,2026-03-24
FIX-44411953-4557,1,9,2227.84,516.44,EUR,SELL,2026-03-02
FXT-61618633-7277,13,10,4481537.76,137.15466,USD,SELL,2026-03-22
FXT-66756320-0291,2,7,4123.97,447.92,EUR,BUY,2026-01-24
OTC-68227936-9213,4,8,9503.6,293.86,USD,BUY,2026-02-27
DER-44556611-9177,13,10,5999911.56,114.86363,USD,SELL,2026-04-26
FXT-13077775-3633,1,6,3552.03,508.76,EUR,SELL,2026-05-21
SWP-94233737-1741,1,3,4924.73,658.36,EUR,SELL,2026-01-28
OTC-81987136-3209,4,2,9302.23,317.35,USD,SELL,2026-02-18
SWP-14464073-6790,1,10,1233.07,713.94,EUR,SELL,2026-06-18
EQT-66951647-0071,9,1,5532.71,349.08,CAD,SELL,2026-05-11
EQT-92854201-9479,3,3,1036.44,527.73,EUR,SELL,2026-05-10
SPT-56192230-9977,15,4,2736685.2,154.20045,USD,SELL,2026-04-26
EQT-18546206-6762,10,9,1501576.54,106.0448,EUR,SELL,2026-05-22
FIX-26962876-3435,10,5,3436190.37,112.6358,EUR,BUY,2026-06-16
EQT-67631432-8888,12,6,3554660.11,107.8233,GBP,SELL,2026-05-30
SPT-90495428-8747,5,7,8083.24,420.57,USD,BUY,2026-04-08
EQT-07122263-0927,4,5,7502.1,132.94,USD,SELL,2026-06-24
OTC-19653285-1016,12,5,1027964.51,101.2352,GBP,SELL,2026-04-26
FXT-82692727-9205,14,4,7424384.95,90.1104,JPY,BUY,2026-05-11
OTC-93004305-0769,15,7,3876158.93,153.10262,USD,SELL,2026-05-22
TRD-01740164-4117,4,10,8688.63,689.05,USD,SELL,2026-02-27
SWP-78971743-8955,12,10,990380.72,106.7474,GBP,BUY,2026-03-17
DER-23813700-1220,3,3,7351.06,99.89,EUR,BUY,2026-04-20
OTC-74705402-4329,3,3,5840.28,207.74,EUR,SELL,2026-04-30
EQT-05360735-2518,15,6,5969206.44,123.94419,USD,SELL,2026-05-06
SWP-09781894-5207,9,4,9569.92,418.88,CAD,BUY,2026-04-17
SPT-12340723-5724,4,4,6633.68,268.2,USD,SELL,2026-02-25
DER-75341065-0144,2,6,4457.23,724.07,EUR,BUY,2026-01-11
SWP-51186964-1857,7,5,5402.83,229.85,GBP,SELL,2026-05-12
DER-65337822-0718,5,4,3203.81,70.46,USD,BUY,2026-02-12
TRD-84145533-1072,4,4,8649.64,342.25,USD,BUY,2026-02-22
SPT-86779969-1181,12,3,128527.2,106.506,GBP,BUY,2026-01-23
FXT-07283737-2916,13,5,5581283.97,92.29149,USD,BUY,2026-03-08
SPT-52080854-7391,11,7,2170794.92,85.5067,USD,BUY,2026-05-17
TRD-86090303-1036,13,10,456123.02,135.82642,USD,SELL,2026-05-09
FXT-38901209-4937,10,2,1414772.05,112.8007,EUR,SELL,2026-04-12
TRD-63617549-2561,9,4,1364.68,315.84,CAD,SELL,2026-06-12
EQT-40004466-6113,1,9,8747.79,117.39,EUR,BUY,2026-01-02
SPT-72095327-8970,2,5,2101.32,594.44,EUR,SELL,2026-02-24
SPT-86695458-8397,3,3,1840.74,495.42,EUR,SELL,2026-02-19
FXT-24341456-9294,14,1,8514025.84,149.22652,JPY,SELL,2026-06-15
FXT-39010740-1103,5,2,1974.98,466.57,USD,SELL,2026-04-02
EQT-90099765-3842,2,5,6195.54,720.59,EUR,SELL,2026-05-05
DER-44069864-5008,12,10,770450.86,102.0059,GBP,SELL,2026-04-20
EQT-00648524-5131,4,4,7122.28,514.47,USD,SELL,2026-04-03
EQT-91211707-5432,15,8,4629020.91,57.84754,USD,SELL,2026-05-05
FXT-23591471-9938,2,5,8587.28,116.3,EUR,BUY,2026-03-09
FXT-97633380-1235,15,1,8496023.14,101.3181,USD,SELL,2026-06-01
FIX-04919926-9037,5,9,8939.97,434.04,USD,BUY,2026-04-04
SPT-29971710-9660,12,5,678067.48,100.0337,GBP,BUY,2026-04-12
SWP-67399750-0173,11,4,4241429.38,109.1962,USD,BUY,2026-05-12
EQT-59890694-2608,3,10,9487.17,529.23,EUR,BUY,2026-05-04
SWP-05425057-3585,13,8,2318267.33,42.81209,USD,BUY,2026-01-11
FIX-69509378-5918,7,8,9179.1,705.83,GBP,BUY,2026-06-16
SWP-13854626-8542,11,5,4176012.61,92.8995,USD,BUY,2026-04-07
SPT-49029303-9628,11,2,2588147.86,96.2899,USD,BUY,2026-05-13
SPT-47365168-5653,8,8,8871.83,10.25,GBP,BUY,2026-04-23
EQT-30868838-1263,9,5,2115.96,153.59,CAD,SELL,2026-06-04
FXT-88732634-3773,7,6,7202.84,387.81,GBP,SELL,2026-05-03
FIX-79294612-2641,11,7,122005.73,86.2943,USD,BUY,2026-02-04
TRD-76808685-2406,1,3,2583.34,148.13,EUR,SELL,2026-06-03
TRD-96576003-4644,2,4,4492.58,794.26,EUR,SELL,2026-02-13
FIX-55132193-9844,3,10,8204.71,149.6,EUR,SELL,2026-02-12
SWP-60863732-9773,10,2,1156770.8,96.5639,EUR,BUY,2026-01-05
FIX-70157128-8263,11,7,4134305.79,103.1653,USD,BUY,2026-05-02
TRD-71327320-8246,13,2,932806.47,105.74124,USD,BUY,2026-06-23
SPT-70067590-6892,6,1,6976.73,346.02,USD,SELL,2026-04-08
SWP-79060695-9439,2,7,1339.7,384.33,EUR,BUY,2026-01-22
OTC-80301439-8908,7,5,1891.02,568.77,GBP,BUY,2026-05-28
FXT-69761254-0117,7,4,6877.98,256.14,GBP,SELL,2026-01-28
EQT-57186360-9590,5,5,8549.91,341.73,USD,SELL,2026-06-06
OTC-91349351-6511,13,4,4132868.35,125.55749,USD,SELL,2026-02-15
SWP-75040303-9091,8,5,9885.09,464.23,GBP,SELL,2026-02-05
FXT-30839382-7317,13,3,1003685.9,81.67913,USD,SELL,2026-05-21
TRD-21573890-6375,11,1,4023803.11,109.6977,USD,SELL,2026-06-03
SPT-11830043-1049,5,4,3708.98,489.18,USD,SELL,2026-04-13
OTC-95510117-9788,1,3,6403.27,353.98,EUR,BUY,2026-06-18
OTC-26138432-0550,13,10,5105967.96,111.96304,USD,BUY,2026-06-22
TRD-48283485-3919,11,1,4878473.05,87.6053,USD,SELL,2026-04-13
SWP-89880518-6474,7,10,2003.9,17.22,GBP,BUY,2026-01-24
OTC-97460687-9160,15,10,3481604.39,154.15173,USD,SELL,2026-02-27
FIX-61036720-6618,10,1,1312926.45,97.214,EUR,BUY,2026-05-24
FXT-67534222-4821,6,2,8029.62,765.58,USD,SELL,2026-06-27
DER-50610858-9226,8,4,7574.98,769.18,GBP,SELL,2026-06-24
DER-78762521-0448,8,2,2578.94,309.23,GBP,BUY,2026-06-23
FIX-42376656-6757,6,9,5356.98,562.15,USD,SELL,2026-03-05
OTC-12483514-6536,11,6,389383.81,112.9419,USD,SELL,2026-03-22
SWP-29335449-9399,5,3,9471.23,548.07,USD,BUY,2026-05-08
FIX-31522559-3965,14,5,2068579.54,33.00071,JPY,BUY,2026-06-08
SWP-20937370-1747,2,2,6758.45,532.42,EUR,BUY,2026-05-19
TRD-64732147-6081,10,6,2466778.48,114.5608,EUR,SELL,2026-05-06
EQT-68603195-4591,7,4,7501.94,106.96,GBP,SELL,2026-05-03
TRD-67441081-5689,7,3,4572.5,100.69,GBP,SELL,2026-03-22
TRD-01586450-3452,7,10,1008.38,292.47,GBP,SELL,2026-02-17
OTC-31828278-4413,8,10,3431.62,151.21,GBP,SELL,2026-02-23
SPT-94048056-6099,6,7,2797.02,148.01,USD,BUY,2026-05-28
FIX-13404289-4422,13,4,5553845.13,137.10998,USD,BUY,2026-02-07
EQT-63483243-0159,3,7,4996.48,796.47,EUR,SELL,2026-05-05
OTC-33685164-9210,14,10,478045.33,16.46669,JPY,BUY,2026-01-16
FIX-34130183-7807,14,2,4499098.34,54.01079,JPY,SELL,2026-04-03
OTC-46189726-0324,7,2,3511.55,545.27,GBP,BUY,2026-05-28
EQT-38199537-5818,6,9,4875.45,590.54,USD,BUY,2026-04-08
OTC-62243750-2373,14,3,6406165.95,148.62067,JPY,SELL,2026-06-11
SPT-09575640-1296,3,6,2282.95,256.92,EUR,SELL,2026-03-10
SPT-36406303-7289,13,6,7479207.09,83.68506,USD,SELL,2026-04-16
EQT-24680787-0378,3,4,6620.56,752.65,EUR,BUY,2026-02-23
EQT-53290556-1687,2,2,9368.0,381.18,EUR,BUY,2026-01-07
SPT-70327779-1363,2,5,6181.4,72.03,EUR,SELL,2026-03-21
FIX-33204998-4655,8,3,1313.64,671.62,GBP,BUY,2026-01-09
SWP-43647781-7801,8,9,9348.64,441.09,GBP,BUY,2026-06-28
EQT-79299984-9790,8,10,4350.34,513.63,GBP,SELL,2026-03-30
DER-72433029-3721,13,2,4419161.2,58.96928,USD,SELL,2026-02-09
OTC-01416778-0001,9,3,3439.51,378.01,CAD,BUY,2026-06-26
DER-64030858-4908,1,7,7979.85,479.62,EUR,BUY,2026-05-21
SWP-25309568-6745,15,9,4371626.56,40.50845,USD,SELL,2026-04-07
FIX-35296615-1297,7,4,5166.58,640.97,GBP,SELL,2026-03-14
OTC-55419020-3080,14,2,1824889.38,46.83253,JPY,SELL,2026-06-08
DER-36525224-8060,4,6,194.93,44.46,USD,BUY,2026-02-17
FXT-37864772-4410,3,8,7271.34,190.08,EUR,BUY,2026-01-04
DER-29150491-5601,7,5,7857.47,401.22,GBP,SELL,2026-04-29
TRD-44325223-1314,14,3,561327.41,124.26151,JPY,BUY,2026-05-20
DER-24374441-3148,15,5,8172689.99,132.64055,USD,BUY,2026-03-05
SPT-59453211-4049,12,1,1003907.58,107.0597,GBP,BUY,2026-05-14
FIX-63461570-6375,11,5,4681714.08,89.7583,USD,BUY,2026-05-21
FXT-33999060-7884,11,5,1001630.92,111.6256,USD,BUY,2026-01-29
FIX-84947603-7113,6,1,1674.44,224.5,USD,BUY,2026-04-12
FIX-01198544-0688,10,8,3445148.63,89.6498,EUR,BUY,2026-03-05
EQT-67098020-1497,11,10,1698726.26,114.0896,USD,BUY,2026-01-16
SWP-86513378-2521,12,9,3959416.56,88.7748,GBP,BUY,2026-03-23
SWP-58883853-3161,1,7,3582.32,112.11,EUR,BUY,2026-05-05
DER-75031037-4828,9,8,1898.57,153.37,CAD,SELL,2026-03-24
DER-36953423-9808,15,9,1604273.75,85.31019,USD,SELL,2026-03-17
OTC-72693120-6014,8,1,7759.4,407.24,GBP,BUY,2026-01-05
SWP-83241474-3912,6,2,6583.24,433.47,USD,SELL,2026-02-18
DER-74016756-2525,10,5,1619774.2,104.2271,EUR,BUY,2026-01-25
FXT-05875684-2126,3,1,2021.59,390.87,EUR,BUY,2026-01-09
SPT-88304696-8026,9,10,7013.44,208.47,CAD,SELL,2026-02-26
FXT-01756387-3419,11,8,4642734.56,109.9623,USD,SELL,2026-06-13
TRD-48442674-9142,12,7,4111912.32,108.8275,GBP,BUY,2026-06-07
OTC-71003974-0666,12,2,4173937.93,87.3381,GBP,BUY,2026-05-13
FXT-13586205-3784,9,7,1895.41,423.32,CAD,BUY,2026-05-26
EQT-74950330-9144,7,2,7663.07,463.37,GBP,SELL,2026-06-29
SPT-13972387-2733,13,3,5500104.7,81.09756,USD,BUY,2026-05-17
DER-47288136-5163,9,6,8448.7,332.81,CAD,SELL,2026-03-24
FIX-75584002-8939,4,7,7657.32,741.29,USD,SELL,2026-04-03
DER-60062404-6505,1,1,9829.58,478.63,EUR,BUY,2026-03-19
TRD-40310141-3635,4,6,217.99,658.44,USD,SELL,2026-05-22
EQT-12655004-0618,8,6,1561.91,215.67,GBP,BUY,2026-03-01
OTC-40305910-1505,10,7,2849634.04,91.5231,EUR,BUY,2026-03-25
DER-23206579-7999,14,10,8195333.13,15.89149,JPY,SELL,2026-01-10
SPT-10533057-0916,15,6,3479954.14,130.87067,USD,SELL,2026-01-31
FIX-87614538-9868,15,1,6339237.14,101.40844,USD,BUY,2026-03-20
TRD-42857940-8846,10,3,1640889.82,105.9331,EUR,BUY,2026-01-13
SPT-59809598-9750,10,9,459513.93,97.9581,EUR,SELL,2026-02-07
EQT-45119729-1352,8,10,7453.41,440.78,GBP,SELL,2026-01-22
SPT-67353558-7118,13,3,7620567.16,77.31095,USD,BUY,2026-05-05
SPT-87543303-9360,4,9,6160.35,589.86,USD,BUY,2026-03-04
FXT-35736421-7046,6,10,896.86,539.04,USD,SELL,2026-04-04
SWP-25567100-5254,6,10,6554.44,616.9,USD,BUY,2026-03-31
DER-83642093-2389,8,1,9242.21,190.62,GBP,SELL,2026-02-09
FXT-15082279-0893,4,10,9267.37,695.66,USD,SELL,2026-01-04
SWP-93119618-1823,5,8,4712.43,268.84,USD,BUY,2026-02-22
OTC-73658696-7913,10,3,3478405.01,105.0478,EUR,SELL,2026-05-30
TRD-34286770-2790,1,5,2007.76,558.74,EUR,SELL,2026-01-14
DER-87880113-0136,2,7,6604.07,532.07,EUR,SELL,2026-01-28
TRD-39258091-6332,4,7,5085.89,569.2,USD,SELL,2026-05-05
FXT-25020518-3258,9,8,5607.31,571.41,CAD,BUY,2026-03-05
OTC-44770958-8027,7,3,184.7,549.03,GBP,SELL,2026-06-10
OTC-31702866-8212,5,1,6258.3,703.55,USD,BUY,2026-05-23
OTC-30277197-2485,6,7,6569.66,74.8,USD,SELL,2026-05-14
FIX-56013532-3938,10,3,2138060.34,94.3715,EUR,SELL,2026-04-25
EQT-27750491-2270,10,9,3423402.69,91.0693,EUR,BUY,2026-03-21
EQT-57722252-2378,11,10,4586389.48,94.5249,USD,BUY,2026-02-17
SWP-19531743-0483,13,6,8801438.87,66.6566,USD,SELL,2026-03-19
DER-85476210-4485,3,4,1068.61,151.87,EUR,SELL,2026-06-05
FIX-80042177-3804,4,1,3593.25,552.07,USD,SELL,2026-02-04
DER-95565589-6126,3,7,4914.96,114.32,EUR,BUY,2026-02-27
TRD-54839908-0245,15,5,9502030.23,36.15289,USD,BUY,2026-02-22
FXT-23767033-7197,14,10,4899939.04,52.45587,JPY,SELL,2026-03-05
SPT-54340297-0685,10,7,3603802.56,96.8245,EUR,BUY,2026-05-14
FXT-60614013-7485,14,1,8777921.6,39.84346,JPY,SELL,2026-01-11
SPT-69273350-0807,4,5,4396.1,708.1,USD,SELL,2026-04-29
EQT-56701914-4823,10,1,3452865.26,112.1103,EUR,SELL,2026-06-15
DER-12138759-8202,2,3,7787.53,750.58,EUR,BUY,2026-04-11
SPT-43414191-7387,1,3,4537.35,717.81,EUR,BUY,2026-04-27
FXT-33565477-5309,12,3,3594689.85,88.7063,GBP,BUY,2026-06-30
DER-85103759-5946,2,9,7073.08,582.86,EUR,BUY,2026-04-07
SPT-05892974-2799,15,6,5655350.29,105.76318,USD,BUY,2026-02-11
EQT-24007090-0840,7,5,3095.87,616.06,GBP,SELL,2026-03-15
EQT-15777827-2155,4,1,6225.98,206.22,USD,SELL,2026-05-08
DER-72947490-0094,10,8,1197012.99,102.6659,EUR,SELL,2026-04-27
SPT-59307507-1300,10,10,42799.39,111.465,EUR,SELL,2026-06-08
FIX-06565770-3028,3,1,6533.12,34.19,EUR,BUY,2026-06-20
OTC-44440977-1436,1,2,4170.15,146.71,EUR,SELL,2026-06-06
EQT-61114408-9485,6,1,932.17,242.94,USD,SELL,2026-04-08
FXT-57354434-9018,2,5,4708.7,102.01,EUR,SELL,2026-03-26
SPT-70416822-3438,12,4,3064148.19,88.2791,GBP,BUY,2026-05-04
OTC-57318164-9975,14,6,2597340.73,92.32023,JPY,SELL,2026-02-03
DER-69753731-8154,8,3,8836.75,190.01,GBP,SELL,2026-02-19
TRD-15865493-0392,8,2,7374.95,169.83,GBP,SELL,2026-04-16
TRD-44800838-5728,9,4,113.96,164.94,CAD,SELL,2026-03-07
FXT-41308532-4919,9,9,3239.91,9.87,CAD,SELL,2026-03-29
SPT-97226871-9321,10,1,4161893.42,90.8205,EUR,SELL,2026-06-22
DER-63686372-0582,11,3,2412662.66,103.816,USD,SELL,2026-04-29
SPT-99668024-0917,14,9,2994138.12,116.18679,JPY,SELL,2026-05-23
TRD-27952515-9460,11,6,3999681.31,111.6409,USD,SELL,2026-01-17
EQT-37642707-0510,6,7,6265.48,674.71,USD,SELL,2026-02-17
FXT-41376831-5152,12,1,1364772.11,87.6039,GBP,BUY,2026-04-06
DER-40618137-3541,9,5,1750.95,302.5,CAD,BUY,2026-02-21
FXT-59562350-8290,1,8,9049.65,127.49,EUR,SELL,2026-05-04
OTC-43934556-2347,13,2,8221563.04,150.1272,USD,BUY,2026-02-22
TRD-61655384-6350,12,9,588021.58,94.3294,GBP,BUY,2026-06-25
FXT-44733393-7649,15,1,1031925.19,122.7525,USD,SELL,2026-01-06
OTC-85745109-3438,6,4,1926.26,224.94,USD,SELL,2026-04-23
FXT-36595028-2446,3,5,1145.49,766.85,EUR,BUY,2026-02-22
SWP-73734610-5218,5,3,9432.83,644.18,USD,BUY,2026-02-13
FXT-41792388-5549,9,8,508.21,28.05,CAD,BUY,2026-01-28
SPT-07220897-1410,7,7,1790.65,478.92,GBP,SELL,2026-06-07
SWP-41935074-5444,14,4,7129273.95,107.56963,JPY,BUY,2026-04-30
EQT-12470997-7672,2,8,3104.61,517.31,EUR,SELL,2026-05-01
FIX-30037183-2354,14,10,2581269.6,58.59748,JPY,BUY,2026-06-29
SWP-43588695-7426,8,1,654.59,94.75,GBP,SELL,2026-04-29
EQT-37883942-5711,10,10,645696.07,88.088,EUR,BUY,2026-03-25
FXT-40549608-8728,8,7,5905.77,194.67,GBP,BUY,2026-05-21
EQT-64743230-6288,2,6,2083.17,556.78,EUR,SELL,2026-04-22
SWP-73085160-3869,3,2,7393.93,570.97,EUR,SELL,2026-01-30
DER-43671508-9094,2,8,1762.56,764.93,EUR,BUY,2026-06-03
FXT-92007417-9771,13,7,3274755.02,103.44677,USD,BUY,2026-01-24
FIX-18645088-9515,15,1,7571020.1,105.97841,USD,SELL,2026-05-17
OTC-52342586-9468,8,4,2057.41,702.55,GBP,SELL,2026-05-26
OTC-58348074-5640,2,10,82.18,789.21,EUR,SELL,2026-02-02
OTC-08376603-6049,15,9,9679027.27,0.83434,USD,SELL,2026-01-29
OTC-04185545-3854,7,10,3943.29,257.91,GBP,SELL,2026-04-14
SPT-58410219-8931,4,3,4749.24,154.64,USD,SELL,2026-04-03
SPT-20705405-4726,14,3,1343640.2,12.12914,JPY,BUY,2026-02-06
DER-88305426-7155,3,2,1373.07,645.72,EUR,SELL,2026-06-28
SPT-83650995-2945,8,9,4241.82,656.96,GBP,SELL,2026-04-01
FIX-24936450-6959,10,1,2893913.12,110.4041,EUR,BUY,2026-05-09
OTC-55141717-8948,10,6,176974.76,86.136,EUR,SELL,2026-06-30
SWP-15188664-9507,8,2,1421.73,586.38,GBP,SELL,2026-04-30
FXT-70243759-9995,2,4,4725.04,594.64,EUR,BUY,2026-06-25
OTC-82280717-0864,15,6,5350797.58,2.4178,USD,SELL,2026-05-12
DER-77036318-5431,7,6,9605.85,639.59,GBP,SELL,2026-02-12
TRD-93288187-9791,12,5,3637588.85,101.9112,GBP,BUY,2026-06-11
DER-77596783-2770,10,1,3285036.23,93.7526,EUR,BUY,2026-03-15
DER-11074327-2077,9,2,8514.6,225.89,CAD,BUY,2026-06-07
OTC-36939015-4209,1,2,6038.61,728.55,EUR,BUY,2026-06-18
DER-49629263-2873,5,4,4849.7,640.5,USD,BUY,2026-03-29
